OBJECTID,Shape,NAME,ID,ADDRESS,CITY,ZIP,PHONE,TYPE,URL
316,"(40.725022462000084, -73.98291342999994)",EVill Net,184,Avenue A & Avenue B 2nd & 10th Streets,New York,10009, ,Free,http://www.magicbike.net/evill/faq.html
317,"(40.72916830500009, -74.0011906499999)",Groovy Greenwich Village Node,185,Covers cafes around the corner of  MacDougal St &,New York,10012, ,Free,http://auth.nycwireless.net/hotspots_map.php
318,"(40.72098890800004, -74.00246758999992)",Location One,186,26 Greene Street,New York,10013,212-334-3347,Free, 
319,"(40.70116275100008, -74.0132827939999)",Whitehall-Staten Island Ferry Terminal,187,South St. and State St.,New York,10004, ,Free,http://www.nyc.gov/html/dot/html/ferrybus/statfery.shtml
320,"(40.71706061700007, -74.01143537899992)",Washington Market Park,188,corner Chambers St. and Greenwich St.,New York,10007, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Washington_Market_Park_New_York_NY_18297.aspx
321,"(40.71314063400007, -74.01541701499991)",Winter Garden In the World Financial Center,189,West Side Highway between Vessey St. and Liberty S,New York,10280,212-417-7000,Free,http://www.openwifinyc.com/classic/index.php
322,"(40.705568853000045, -74.00163025199993)",South Street Seaport,190,South Street and Fulton Street,New York,10038, ,Free,http://www.downtownny.com/discover/wifi/
323,"(40.72634799500008, -73.98171166799995)",Tompkins Square Park,191,500 E 9th St,New York,10009, ,Free,http://auth.nycwireless.net/hotspots_map.php
324,"(40.738475701000084, -74.00407042599994)",'sNice,192,45 8th Ave,New York,10014,212-645-0310,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_sNice_New_York_NY_6740.aspx
325,"(40.72439665200005, -73.98287751299995)",Ace Bar,193,531 East 5th Street,New York,10009,212-979-8476,Free,http://maps.google.com/maps?hl=en&ie=UTF-8&q=ace+bar+nyc&fb=1&split=1&gl=us&view=text&latlng=16021670854050475894&dtab=1&ei=i5NkSoaCNYrCNb2l-OwL&oi=md_structdata&sa=X
326,"(40.725119791000054, -73.99897537999993)",Apple Store Soho,195,103 Prince St,New York,10012,212-226-3126,Free,http://www.apple.com
327,"(40.721476901000074, -73.98823196099994)",ARK Communications,196,90 Stanton Street,New York,10002,212-387-0040,Free,http://usatoday.jiwire.com/wi-fi-wireless-hotspot-New-York-New-York-NY-US-ARK-Comm
328,"(40.71427229800008, -74.00696194299991)",Blue Spoon Coffee Company,197,76 Chambers St,New York,10007,212-619-7230,Free,http://www.bluespooncoffee.com/
329,"(40.72495762500006, -73.9927122389999)",Bowery Poetry Club,198,308 Bowery,New York,10012,212-619-7230,Free,http://www.bowerypoetry.com/
330,"(40.73574197600004, -73.9976978489999)",Cassava,199,474 6th Ave,New York,10011, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cassava_Bubble_Tea_New_York_NY_6209.aspx
331,"(40.77792018400004, -73.94899203199992)",Choux Factory,200,1685 First Avenue,New York,10128,212-627-4318,Free,http://www.yelp.com/biz/choux-factory-new-york-city
332,"(40.72368146000008, -74.00438339499993)",Circa Tabac,201,32 Watts Street,New York,10013,212-803-5890,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
333,"(40.731652301000054, -74.00181851499991)",Cornelia Street Cafe,203,13 Cornelia Street,New York,10014,212-989-9319,Free,http://www.corneliastreetcafe.com/home.asp
334,"(40.77662060800009, -73.95232922299994)",The Downtown Uptown Café  Lounge,204,1626 Second Avenue,New York,10028,212-327-1327,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Downtown_Uptown_Cafe_Lounge_New_York_NY_12093.aspx
335,"(40.72284307800004, -73.98261094499992)",The Downtown Uptown Café  Lounge,205,41 Avenue B,New York,10009,212-477-1021,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
336,"(40.72990858400004, -73.98632180399994)",Dunkin Donuts,206,166 2nd Ave,New York,10003, ,Free,http://www.openwifinyc.com/classic/a/Dunkin-Donuts-2nd-Ave-NY-10003
337,"(40.72197364200008, -73.98765465199995)",Earth Matters,207,177 Ludlow St.,New York,10002,212-475-4180,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Earth_Matters_New_York_NY_12189.aspx
338,"(40.729629430000045, -74.00050873599992)",Esperanto Cafe,208,114 MacDougal Street,New York,10012,212-475-5400,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
339,"(40.738011860000086, -74.0033956069999)",Grounded,209,28 Jane Street,New York,10014,212-647-0943,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Grounded_New_York_NY_6424.aspx
340,"(40.72995830900004, -73.98934175099993)",Hecht Viewing Garden,210,3 Av & 9 St,New York,10003,212-353-9063,Free,http://evpcnyc.org/hecht/index.html
341,"(40.70772623100004, -74.00210641299992)",Jeremy's Ale House,212,228 Front Street,New York,10038,212-964-3537,Free,http://www.jeremysalehouse.com/
342,"(40.72240945300007, -73.98291770899993)",Lalita Java Espresso Bar and Coffee Lounge,213,210 East Third St.,New York,10009,212-228-8448,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Lalita_Java_Espresso_Bar_and_Coffee_Lounge_New_York_NY_14112.aspx
343,"(40.705120599000054, -74.01414559099993)",NewsCafe on Broadway,214,11 Broadway,New York,10004,877-353-3377,Free,http://usatoday.jiwire.com/wi-fi-wireless-hotspot-New-York-New-York-NY-US-NewsCafe-on-Broadway-1020785.htm
344,"(40.745922273000076, -74.00135335099992)",Parish & Co Restaurant,215,202 Ninth Avenue,New York,10011, ,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
345,"(40.73829185000005, -74.00237440899991)",Soy Luck Club,217,115 Greenwich Avenue,New York,10014,212-229-9191,Free,http://www.soyluckclub.com/
346,"(40.72692474200005, -73.98406025699995)",St. Dymphna's,218,118 St. Mark's Place,New York,10009, ,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
347,"(40.761708834000046, -73.9697499319999)",Startegy Atrium and Cafe,219,115 E. 57th St.,New York,10022, ,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
348,"(40.76041723800006, -73.99659963899995)",Starwich Salads & Sandwiches,220,525 West 42nd Street,New York,10036,212-736-9170,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
349,"(40.751951605000045, -73.98569287499993)",Starwich Salads & Sandwiches,222,1010 Sixth Avenue,New York,10018,212-302-7775,Free,"http://maps.google.com/maps?f=q&source=s_q&view=text&hl=en&gl=us&q=Starwich+Salads+%26+Sandwiches&ie=UTF8&sll=40.733004,-73.989567&sspn=0.054551,0.037553&latlng=3880808307508616319&ei=bsJkSv7QPI2sMrnBsZUM&cd=1"
350,"(40.75917862500006, -73.96198310099993)",State of Grace Pub,224,1074 1st Ave,New York,10022,212-207-3858,Free,http://usatoday.jiwire.com/wi-fi-wireless-hotspot-New-York-New-York-NY-US-State-of-Grace-Pub-1251393.htm
351,"(40.73610065300005, -73.9855302929999)",Sunburst Espresso Bar,225,206 3rd Avenue,New York,10003,212-674-1702,Free,http://www.yelp.com/biz/sunburst-espresso-bar-new-york
352,"(40.72721566200005, -73.98387979199993)",Sympathy for the Kettle,226,109 St. Marks Place,New York,10009,212-979-1650,Free,http://www.yelp.com/biz/sympathy-for-the-kettle-new-york-2
353,"(40.730631267000035, -74.00015514799992)",Tea Spot,227,127 Macdougal St.,New York,10012,212-505-0969,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Tea_Spot_New_York_NY_5991.aspx
354,"(40.74358905100007, -73.99333452499991)",Tekserve,228,119 West 23rd St.,New York,10011,212-929-3645,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Tekserve_Corp_New_York_NY_17267.aspx
355,"(40.72942253400004, -73.9845214899999)",Veniero's Pasticceria & Caffe,229,342 East 11th Street,New York,10003,212-674-7070,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Venieros_Pasticceria_and_Caffe_New_York_NY_18191.aspx
356,"(40.783162298000036, -73.94824776999991)",Ziggies Cafe & Coffeehouse,230,1817 2nd Avenue,New York,10128,212-289-0824,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
357,"(40.779973227000085, -73.95557652899993)",Barnes & Noble,383,1280 Lexington Ave,New York,10028, ,Free,http://www.barnesandnobleinc.com
358,"(40.777946445000055, -73.95264240299991)",Barnes & Noble,384,240 East 86th Street,New York,10028, ,Free,http://www.barnesandnobleinc.com
359,"(40.786265262000086, -73.97869797499993)",Barnes & Noble,385,2289 Broadway,New York,10024, ,Free,http://www.barnesandnobleinc.com
360,"(40.774065446000066, -73.98179243499993)",Barnes & Noble,386,1972 Broadway,New York,10023, ,Free,http://www.barnesandnobleinc.com
361,"(40.73715231600005, -73.98940555299993)",Barnes & Noble,387,33 East 17th Street,New York,10003, ,Free,http://www.barnesandnobleinc.com
362,"(40.758505728000046, -73.96978387199994)",Barnes & Noble,388,160 E 54th Street,New York,10022, ,Free,http://www.barnesandnobleinc.com
363,"(40.742126135000035, -73.99398785199992)",Barnes & Noble,389,675 Avenue Of The Americas,New York,10010, ,Free,http://www.barnesandnobleinc.com
364,"(40.75568065600004, -73.97882325899991)",Barnes & Noble,390,555 5th Ave,New York,10017,212-541-5614,Free,http://www.barnesandnobleinc.com
365,"(40.72973072800005, -73.99227514099994)",Barnes & Noble,391,4 Astor Place,New York,10003, ,Free,http://www.barnesandnobleinc.com
366,"(40.78252501700007, -73.98028200899995)",Cosi,412,2186 Broadway,New York,10024,212-595-5616,Free,http://www.getcosi.com
367,"(40.76114406000005, -73.97230589999992)",Cosi,413,60 East 56th Street,New York,10022,212-588-1225,Free,http://www.getcosi.com
368,"(40.76217567200007, -73.98485320099991)",Cosi,415,1633 Broadway,New York,10019,212-397-9838,Free,http://www.getcosi.com
369,"(40.75873037700006, -73.9805765719999)",Cosi,416,61 West 48th Street,New York,10020,212-265-2674,Free,http://www.getcosi.com
370,"(40.75500205700007, -73.97555333199995)",Cosi,417,257 Park Avenue,New York,10017,212-598-4070,Free,http://www.getcosi.com
371,"(40.75426682500006, -73.97731498399992)",Cosi,418,38 East 45th Street,New York,10017,212-370-0705,Free,http://www.getcosi.com
372,"(40.75157886400007, -73.97332768399991)",Cosi,419,685 3rd Avenue,New York,10017,212-697-8449,Free,http://www.getcosi.com
373,"(40.75284684800005, -73.99001663999991)",Cosi,421,498 7th Avenue,New York,10017,212-947-1005,Free,http://www.getcosi.com
374,"(40.74513591900006, -73.98227310499993)",Cosi,424,461 Park Avenue South,New York,10016,212-634-3467,Free,http://www.getcosi.com
375,"(40.713563401000044, -74.0148579989999)",Cosi,425,200 Vesey Street,New York,10281,212-571-2001,Free,http://www.getcosi.com
376,"(40.705280135000066, -74.01104383099994)",Cosi,426,55 Broad Street,New York,10004,212-344-5000,Free,http://www.getcosi.com
377,"(40.73432811400005, -73.99118850699995)",Cosi,428,841 Broadway,New York,10003,212-614-8544,Free,http://www.getcosi.com
378,"(40.754078210000046, -73.9816499129999)",Cosi,429,11 West 42nd Street,New York,10036,212-398-6662,Free,http://www.getcosi.com
379,"(40.70321350000006, -74.00907426999993)",Vietnam Veterans Memorial Plaza,775,55 Water Street,New York,10004, ,Free,http://www.downtownny.com/discover/wifi/
380,"(40.73581961200006, -73.99039723999994)",Union Square Park,776,4th Avenue & Broadway,New York,10003, ,Free,http://www.unionsquarenyc.org/
381,"(40.70933062000006, -74.01740717299992)",Rector Park,777, ,New York,10280, ,Free,http://www.bpcparks.org/bpcp/parks/parks.php#rector
382,"(40.742221735000044, -73.98802260199994)",Madison Square Park,779,Madison Avenue and 23rd Street,New York,10010, ,Free,http://www.nycgovparks.org/parks/madisonsquarepark
383,"(40.70437995300006, -73.99007439199994)",Brooklyn Bridge Park,783,92 Plymouth Street,Brooklyn,11201, ,Free,http://auth.nycwireless.net/hotspots_map.php
384,"(40.76355119700008, -73.97229406899993)",Apple Store,784,767 5th Avenue,New York,10022,212-336-1440,Free,http://www.apple.com/retail/fifthavenue/
385,"(40.724238695000054, -73.99719676599995)",Bway.net,787,568 Broadway,New York,10012, ,Free,http://auth.nycwireless.net/node_list.php
386,"(40.83325294200006, -73.90114428699991)",Community Access,789,1363 Franklin Avenue,Bronx,10456, ,Free,http://auth.nycwireless.net/node_list.php
387,"(40.69250426900004, -73.9393607149999)",Community Access,790,910 DeKalb Avenue,Brooklyn,11221, ,Free,http://auth.nycwireless.net/node_list.php
388,"(40.841689443000064, -73.93990057499991)",Coogan's,791,600 West 169th Street,New York,10032, ,Free, 
389,"(40.703306532000056, -73.98779155499994)",DUMBO Wireless,792,155 Water St,Brooklyn,11201,718-210-3650,Free,http://dumbonyc.com/2008/05/14/155water-greendesk/
390,"(40.73062302800008, -74.00092728499993)",Fat Black Pussycat,794,130 W 3rd St,New York,10012, ,Free,http://www.thefatblackpussycat.com/gallery.html
391,"(40.74979226000005, -73.99480282699994)",Golden Krust Bakery& Grill,795,408 8th Ave,New York,10001,212-244-4049,Free,http://nymag.com/listings/restaurant/Golden-Krust-Bakery/
392,"(40.73283511100004, -73.97398466899995)",Stuyvesant Cove Park,800,23rd Street and East River Drive,New York,10002, ,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Stuyvesant_Cove_Park_New_York_NY_24465.aspx
393,"(40.86213829900004, -73.90121703699992)",Subway,801,2438 Jerome Ave,Bronx,10468, ,Free,http://auth.nycwireless.net/node_list.php
394,"(40.70424815800004, -74.0104738039999)",Stone Street,819,Stone Street,New York,10004, ,Free,http://www.downtownny.com/discover/wifi/
395,"(40.71500533600005, -74.01524212599992)",Chevys Fresh Mex Restaurant,827,102 North End Avenue,New York,10282,201-807-9090,Free,http://www.chevysny.com
396,"(40.84514179200005, -73.93431601399993)",Citywidetech.com,828,514 W 176th Street,New York,10033,917-628-3131,Free,http://www.citywidetech.com
397,"(40.75768729200007, -73.97421712099992)",Cosi,831,320 Park Avenue,New York,10022,212-754-6081,Free,http://www.getcosi.com
398,"(40.739063130000034, -73.99018251299992)",Equinox 102 - Broadway @ 19th,832,897 Broadway,New York,10003,212-780-9300,Free,http://www.equinoxfitness.com/
399,"(40.75733159100008, -73.96717015899992)",Equinox 106 - 2nd Ave @ 54th,833,250 East 54th Street,New York,10022,212-277-5400,Free,http://www.equinoxfitness.com/
400,"(40.76217556000006, -73.98485368599995)",Equinox 107 - Broadway @ 50th,834,1633 Broadway,New York,10019,212-541-7000,Free,http://www.equinoxfitness.com/
401,"(40.75267176300008, -73.97587674699992)",Equinox 109 - Lexington Ave @ 44th,835,420 Lexington Avenue,New York,10017,212-953-2499,Free,http://www.equinoxfitness.com/
402,"(40.70762904700007, -74.0107699109999)",Equinox 110 - Wall St @ Nassau,836,14 Wall Street,New York,10005,212-964-6688,Free,http://www.equinoxfitness.com/
403,"(40.724237423000034, -73.9971958559999)",Equinox 114 - Broadway @ Prince,837,568 Broadway,New York,10012,212-334-4631,Free,http://www.equinoxfitness.com/
404,"(40.70837513200007, -74.0140769269999)",Morans,851,103 Washington Street,New York,10006,212-732-2020,Free,http://www.moransnyc.com
405,"(40.746999978000076, -74.00142298299994)",SidewayZen,860,410 West 24th St,New York,10011, ,Free,http://sidewayzen.com
406,"(40.72479242700007, -73.99271653999995)",Slainte Pub NYC,861,304 Bowery St,New York,10012,212-253-7030,Free,http://www.slaintenyc.com
407,"(40.750274449000074, -73.99195399999991)",McDonalds,504,"7th Ave & West 32nd St, Penn Station Lower Level",New York,10001,212-736-6157,Fee-based,http://www.mcdonalds.com/wireless.html
408,"(40.74915509600004, -73.9892737159999)",McDonalds,505,901 6th Avenue,New York,10001,212-268-4082,Fee-based,http://www.mcdonalds.com/wireless.html
409,"(40.747963335000065, -73.98452439999994)",McDonalds,506,341 5th Avenue,New York,10016,212-686-5342,Fee-based,http://www.mcdonalds.com/wireless.html
410,"(40.74497344300005, -73.97908289399993)",McDonalds,507,480 3rd Avenue,New York,10016, ,Fee-based,http://www.mcdonalds.com/wireless.html
411,"(40.750480924000044, -73.9905872459999)",McDonalds,508,429 7th Avenue,New York,10001,212-736-7890,Fee-based,http://www.mcdonalds.com/wireless.html
412,"(40.752479261000076, -73.99284638099994)",McDonalds,509,490 8th Ave,New York,10001,212-947-0771,Fee-based,http://www.mcdonalds.com/wireless.html
413,"(40.75078521100005, -73.98672896599993)",McDonalds,510,972 6th Ave,New York,10018, ,Fee-based,http://www.mcdonalds.com/wireless.html
414,"(40.754282782000075, -73.99970041899991)",McDonalds,511,427 10th Avenue,New York,10001, ,Fee-based,http://www.mcdonalds.com/wireless.html
415,"(40.754726840000046, -73.98832354199993)",McDonalds,512,556 7th Ave,New York,10018, ,Fee-based,http://www.mcdonalds.com/wireless.html
416,"(40.75150622000007, -73.98065447099992)",McDonalds,513,280 Madison Ave,New York,10016, ,Fee-based,http://www.mcdonalds.com/wireless.html
417,"(40.75616781400004, -73.98816447199994)",McDonalds,514,220 West 42nd Street,New York,10036,212-840-6250,Fee-based,http://www.mcdonalds.com/wireless.html
418,"(40.75805351400004, -73.9887597199999)",McDonalds,515,688 8th Avenue,New York,10036,212-221-3863,Fee-based,http://www.mcdonalds.com/wireless.html
419,"(40.734486598000046, -73.75568166999994)",Queens Library - Windsor Park,1004,79-50 Bell Boulevard,Bayside,11364,718-468-8300,Free,http://www.queenslibrary.org/
420,"(40.69454691200008, -73.86144645999991)",Queens Library - Woodhaven,1005,85-41 Forest Parkway,Woodhaven,11421,718-849-1010,Free,http://www.queenslibrary.org/
421,"(40.64577850300009, -73.77556267199992)",JFK International Airport - Jet Blue,1027,Terminal 5,Jamaica,11430, ,Free,http://www.jetblue.com/about/whyyoulllike/about_WhyWireless.html
422,"(40.86577293700009, -73.82981821999994)",Barnes & Noble,1031,290 Baychester Ave,Bronx,10475,718-862-3945,Free,http://www.barnesandnobleinc.com
423,"(40.59224737200009, -74.16253775899992)",Barnes & Noble,1042,2245 Richmond Avenue,Staten Island,10314,718-982-6983,Free,http://www.barnesandnobleinc.com
424,"(40.78069713300005, -73.77645545299993)",Barnes & Noble,1070,23-80 Bell Blvd.,Bayside,11360,718-224-1083,Free,http://www.barnesandnobleinc.com
425,"(40.70452591800006, -74.00640363999992)",Wall Street Park,1072, ,New York,10005, ,Free,http://www.downtownny.com/?sid=49
426,"(40.70624698800009, -74.0085078699999)",60 Wall St. Atrium,1073,60 Wall Street,New York,10005, ,Free,http://www.downtownny.com/?sid=49
427,"(40.900598107000064, -73.86751988299994)",City Line Diner,1079,4350 Katonah Ave.,Bronx,10470,718-231-4952,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_City_Line_Diner_Bronx_NY_24466.aspx
428,"(40.723630152000055, -73.9763123919999)",Community Access - Avenue D,1080,107 Avenue D,New York,10009, ,Free, 
429,"(40.79210574800004, -73.94536206999993)",MediaNoche,1081,161 East 106th Street,New York,10029, ,Free,http://www.medianoche.us/
430,"(40.77770461400007, -73.9799682279999)",Limeleaf,1086,128 W 72 Street,New York,10023,212-501-7800,Free,http://www.menupages.com/restaurants/lime-leaf/
431,"(40.724445855000056, -73.99172033999992)",Avalon Bowery Place,1088,11 East 1st St,New York,10003,866-679-5715,Free,http://development.inputnine.com/archive/avalon/boweryplace/site/
432,"(40.73126505500005, -73.99346761599992)",Cosi,1090,53 East 8th Street,New York,10003,212-260-1507,Free,http://www.getcosi.com
433,"(40.77230553000004, -73.98524712999995)",Lincoln Center - Damrosch Park,1112,62nd Street near Amsterdam Avenue,New York,10023, ,Free,http://www.lincolncenter.org/load_screen.asp?screen=wifi
434,"(40.77230950200004, -73.98339123199992)",Lincoln Center - Josie Robertson Plaza,1113,Columbus Avenue between 62nd and 65th Streets,New York,10023, ,Free,http://www.lincolncenter.org/load_screen.asp?screen=wifi
435,"(40.77300233100004, -73.98367444699994)",Lincoln Center - North Plaza,1114,65th Street between Amsterdam Avenue and Columbus Avenue,New York,10023, ,Free,http://www.lincolncenter.org/load_screen.asp?screen=wifi
436,"(40.72601103800008, -74.0053570959999)",Starbucks,878,140 Varick Street,New York,10013,646-230-9816,Fee-based,http://www.starbucks.com
437,"(40.63569503800005, -73.9745954089999)",Brooklyn Public Library - Kensington,62,410 Ditmas Ave.,Brooklyn,11218,718-435-9431,Free,http://www.brooklynpubliclibrary.org/
438,"(40.594862198000044, -73.94112374899993)",Brooklyn Public Library - Kings Bay,63,3650 Nostrand Ave.,Brooklyn,11229,718-368-1709,Free,http://www.brooklynpubliclibrary.org/
439,"(40.61025779000005, -73.9531071159999)",Brooklyn Public Library - Kings Highway,64,2115 Ocean Ave.,Brooklyn,11229,718-375-3037,Free,http://www.brooklynpubliclibrary.org/
440,"(40.713645909000036, -73.94793741899991)",Brooklyn Public Library - Leonard,65,81 Devoe St.,Brooklyn,11211,718-486-3365,Free,http://www.brooklynpubliclibrary.org/
441,"(40.68300486900006, -73.93480474899991)",Brooklyn Public Library - Macon,66,361 Lewis Ave.,Brooklyn,11233,718-573-5606,Free,http://www.brooklynpubliclibrary.org/
442,"(40.62306584000004, -73.98944527399993)",Brooklyn Public Library - Mapleton,67,1702 60th St,Brooklyn,11204,718-256-2117,Free,http://www.brooklynpubliclibrary.org/
443,"(40.691623373000084, -73.95128295099994)",Brooklyn Public Library - Marcy,68,617 DeKalb Ave.,Brooklyn,11216,718-935-0032,Free,http://www.brooklynpubliclibrary.org/
444,"(40.62921404100007, -74.01187065699992)",Brooklyn Public Library - McKinley Park,69,6802 Fort Hamilton Pkwy,Brooklyn,11219,718-748-8001,Free,http://www.brooklynpubliclibrary.org/
445,"(40.62589484400007, -73.96031543499993)",Brooklyn Public Library - Midwood,70,975 East 16th St,Brooklyn,11230,718-252-0967,Free,http://www.brooklynpubliclibrary.org/
446,"(40.61986887100005, -73.91699627999992)",Brooklyn Public Library - Mill Basin,71,2385 Ralph Ave,Brooklyn,11234,718-241-3973,Free,http://www.brooklynpubliclibrary.org/
447,"(40.665158820000045, -73.88607037899993)",Brooklyn Public Library - New Lots,72,665 New Lots Ave.,Brooklyn,11207,718-649-0311,Free,http://www.brooklynpubliclibrary.org/
448,"(40.608011084000054, -74.00337819099991)",Brooklyn Public Library - New Utrecht,73,1743 86th St.,Brooklyn,11214,718-236-4086,Free,http://www.brooklynpubliclibrary.org/
449,"(40.68346050100007, -73.97853972199994)",Brooklyn Public Library - Pacific,74,25 Fourth Ave.,Brooklyn,11217,718-638-1531,Free,http://www.brooklynpubliclibrary.org/
450,"(40.63263701200009, -73.91998514599993)",Brooklyn Public Library - Paerdegat,75,850 E. 59th St.,Brooklyn,11234,718-241-3994,Free,http://www.brooklynpubliclibrary.org/
451,"(40.66821683100005, -73.98342903999992)",Brooklyn Public Library - Park Slope,76,431 6th Ave.,Brooklyn,11215,718-832-1853,Free,http://www.brooklynpubliclibrary.org/
452,"(40.67525516400008, -74.0103502799999)",Brooklyn Public Library - Red Hook,77,7 Wolcott St.,Brooklyn,11231,718-935-0203,Free,http://www.brooklynpubliclibrary.org/
453,"(40.648637643000086, -73.93037337499993)",Brooklyn Public Library - Rugby,78,1000 Utica Ave.,Brooklyn,11203,718-566-0054,Free,http://www.brooklynpubliclibrary.org/
454,"(40.61591638900006, -73.97604009899993)",Brooklyn Public Library - Ryder,79,5902- 23rd Ave.,Brooklyn,11204,718-331-2962,Free,http://www.brooklynpubliclibrary.org/
455,"(40.68480634100007, -73.9151378709999)",Brooklyn Public Library - Saratoga,80,"Thomas S. Boyland St. at ""Macon St.""",Brooklyn,11233,718-573-5224,Free,http://www.brooklynpubliclibrary.org/
456,"(40.586999295000055, -73.95542766999995)",Brooklyn Public Library - Sheepshead Bay,81,2636 E.14th St.,Brooklyn,11235,718-368-1815,Free,http://www.brooklynpubliclibrary.org/
457,"(40.65326552100004, -73.8859104949999)",Brooklyn Public Library - Spring Creek Branch,82,12143 Flatlands Ave.,Brooklyn,11207,718-257-6571,Free,http://www.brooklynpubliclibrary.org/
458,"(40.66446803100007, -73.9052116339999)",Brooklyn Public Library - Stone Avenue,83,581 Mother Gaston Boulevard,Brooklyn,11212,718-485-8347,Free,http://www.brooklynpubliclibrary.org/
459,"(40.645913128000075, -74.01362854599995)",Brooklyn Public Library - Sunset Park,84,5108 4th Avenue,Brooklyn,11220,718-567-2806,Free,http://www.brooklynpubliclibrary.org/
460,"(40.592653436000035, -73.98868314299995)",Brooklyn Public Library - Ulmer Park,85,2602 Bath Ave,Brooklyn,11214,718-265-3443,Free,http://www.brooklynpubliclibrary.org/
461,"(40.694491579000044, -73.97773199799991)",Brooklyn Public Library - Walt Whitman,86,93 Saint Edwards St.,Brooklyn,11205,718-935-0244,Free,http://www.brooklynpubliclibrary.org/
462,"(40.697482241000046, -73.91221143899992)",Brooklyn Public Library - Washington Irving,87,360 Irving Ave.,Brooklyn,11237,718-628-8378,Free,http://www.brooklynpubliclibrary.org/
463,"(40.70693067600007, -73.95755485799992)",Brooklyn Public Library - Williamsburgh,88,240 Division Ave.,Brooklyn,11211,718-302-3485,Free,http://www.brooklynpubliclibrary.org/
464,"(40.648716757000045, -73.97675626499995)",Brooklyn Public Library - Windsor Terrace,89,160 E. 5th St.,Brooklyn,11218,718-686-9707,Free,http://www.brooklynpubliclibrary.org/
465,"(40.670926835000046, -73.96355466199992)",Brooklyn Museum of Art,90,200 Eastern Parkway,Brooklyn,11238, ,Free,http://www.brooklynmuseum.org/visit/wireless.php
466,"(40.690985700000056, -73.95589184199991)",Bristens Cafe,91,525 DeKalb Avenue,Brooklyn,11205,646-393-9422,Free,http://www.yelp.com/biz/bristens-eatery-brooklyn
467,"(40.662813250000056, -73.99160885999993)",Cafe Sutra,92,639A 5th Ave,Brooklyn,11215,718-499-0279,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafe_Sutra_New_York_NY_5519.aspx
468,"(40.60766711500008, -73.9616191959999)",MishMash,93,1103 Kings Highway,Brooklyn,11229,718-375-5100,Free,http://www.mishmashgourmet.com
469,"(40.66543357200004, -73.9830620649999)",Naidre's,94,384 Seventh Avenue,Brooklyn,11215,718-965-7585,Free,http://www.naidres.com/
470,"(40.69462489400007, -73.9856263719999)",Polytechnic University Bern Dibner Library of Science & Technology,95,Five Metrotech Center,Brooklyn,11201,718-260-3600,Free,http://www.poly.edu/research/library
471,"(40.69306892800006, -73.99210990299991)",St. Francis College McGarry Library,96,180 Remsen Street,Brooklyn,11201,718-489-5201,Free,http://library.stfranciscollege.edu/
472,"(40.61525506800007, -74.03413135599993)",Kitty Kiernans Bar,97,9715 third avenue,Brooklyn,11209,718-921-0217,Free,http://www.kittykiernans.com/
473,"(40.71299634600007, -73.95686202899992)",Atlas Café,98,116 Havemeyer St.,Brooklyn,11211,718-782-7470,Free,http://www.yelp.com/biz/atlas-cafe-brooklyn
474,"(40.681547280000075, -73.93460066199992)",Bread Stuy,99,401 Lewis Ave,Brooklyn,11233,718-771-0633,Free,http://breadstuy.com/main.html
475,"(40.678743876000055, -73.97326668199992)",Healthy Nibbles,101,305 Flatbush Ave,Brooklyn,11217,718-636-5835,Free,http://hotspotr.com/spot/1456
476,"(40.67104147200007, -73.98539300099992)",Postmark Cafe,102,326 6th street,Brooklyn,11215,718-768-2613,Free,http://www.yelp.com/biz/postmark-cafe-brooklyn
477,"(40.68925260900005, -73.9692635589999)",Tillies,103,248 DeKalb Avenue,Brooklyn,11205,718-783-8691,Free,http://tilliesofbrooklyn.com/
478,"(40.676802431000056, -73.98303393999993)",Brooklyn Lyceum coffee shop,104,225 4th Ave,Brooklyn,11215,718 857-4816,Free,http://www.superpages.com/cities/mtg/wifi-1258829/
479,"(40.67970554900006, -73.97800012699992)",Gorilla Coffee,105,97 Fifth Ave,Brooklyn,11217,718-230-3244,Free,http://hotspotr.com/spot
